hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,school
9,85,0,5,0,81,E
7,97,0,7,7,88,E
3,70,1,7,1,46,E
3,46,1,8,4,25,E
7,56,1,8,7,48,E
5,95,1,4,4,81,E
6,58,0,9,7,49,E
8,78,1,5,5,72,E
9,99,0,6,6,96,E
1,42,1,9,7,17,E
3,69,1,6,2,48,E
7,74,1,9,4,69,E
6,97,0,7,9,85,E
7,96,0,9,6,85,E
8,68,0,8,8,64,E
6,89,0,5,5,79,E
3,91,1,7,9,74,E
2,93,1,9,0,69,E
7,53,1,5,7,44,E
1,74,1,8,5,50,E
3,67,1,6,0,48,E
4,97,0,4,3,77,E
1,69,0,5,5,46,F
5,65,1,6,9,51,F
3,46,1,5,0,23,F
2,78,1,5,9,56,F
3,70,1,5,4,47,F
8,44,0,8,2,42,F
6,74,1,7,6,64,F
7,89,1,5,7,80,F
6,86,1,8,2,73,F
6,91,1,4,9,80,F
3,53,0,7,2,34,F
8,75,1,8,2,69,F
7,66,0,4,5,54,F
7,63,0,7,5,56,F
6,79,1,8,2,66,F
5,68,1,4,5,53,F
8,92,1,8,8,89,F
5,84,1,4,7,70,F
9,61,1,5,6,59,F
9,47,0,5,6,41,F
1,54,0,7,7,28,F
6,88,0,4,6,75,F
7,44,0,5,2,34,F
3,91,0,7,7,68,F
7,43,1,6,7,32,F
7,50,1,5,0,44,F
2,57,0,5,9,35,F
7,81,1,9,4,74,F
1,88,1,8,4,64,F
5,69,0,6,0,57,F
9,54,0,4,5,46,F
7,45,0,7,5,36,F
7,94,1,6,3,85,F
2,92,0,4,5,71,F
8,55,0,5,5,49,F
3,86,1,9,0,71,F
8,79,1,7,4,76,F
3,48,0,7,1,26,F
7,82,1,6,6,74,F
2,98,0,8,8,78,F
4,73,1,4,8,59,F
6,66,0,9,8,55,F
9,52,1,9,6,51,F
5,75,1,6,6,57,F
9,66,1,8,0,63,F
5,48,0,8,5,37,F
8,44,0,8,4,41,F
1,90,0,7,7,67,F
7,61,1,4,7,56,F
4,70,1,4,3,51,F
5,42,1,6,0,26,F
6,69,0,5,5,56,F
5,60,1,6,9,48,F
1,74,0,4,0,52,F
9,45,0,7,4,42,F
2,67,0,6,4,41,F
9,71,0,5,2,64,F
2,81,0,9,4,57,F
9,76,1,6,5,72,F
6,64,1,8,4,52,F
9,71,1,5,0,67,F
6,74,1,8,6,61,F
6,61,1,7,2,51,F
2,63,1,4,6,42,F
8,78,0,6,4,71,F
3,93,1,6,2,74,F
7,69,0,8,5,62,F
5,89,0,8,0,76,F
3,71,0,4,5,50,F
1,70,0,6,3,42,F
8,62,0,4,3,55,F
3,79,1,8,4,60,F
2,72,1,9,8,52,F
1,64,1,8,0,36,F
4,75,0,5,2,53,F
8,63,1,8,3,54,F
3,70,1,8,1,47,F
1,97,0,9,8,70,F
4,78,0,4,6,62,F
9,85,1,5,0,82,F
1,52,0,5,8,26,F
2,49,0,6,5,25,F
9,62,0,9,1,55,F
2,57,1,7,0,34,F
3,71,0,6,5,51,F
7,72,0,6,6,63,F
3,75,0,6,9,54,F
9,67,0,5,5,62,F
6,55,0,4,6,43,F
3,55,1,8,5,34,F
9,57,1,5,7,56,F
1,47,0,8,1,24,F
3,81,0,8,8,65,F
1,55,1,7,8,31,F
2,94,1,6,8,72,F
8,95,0,7,6,90,F
7,50,0,6,8,43,F
2,45,1,5,0,23,F
2,40,0,8,2,18,F
9,51,0,7,1,44,F
6,96,1,9,0,84,F
5,77,1,5,4,62,F
6,67,1,5,0,56,F
9,84,1,9,2,87,F
7,97,0,6,5,89,F
9,56,0,8,5,55,F
4,40,0,6,2,18,F
2,71,0,6,3,46,F
8,47,1,5,6,42,F
4,93,1,6,5,72,F
9,79,0,4,1,75,F
4,95,0,9,8,79,F
8,82,0,9,5,78,F
9,85,1,8,1,81,F
9,63,1,9,6,63,F
4,49,1,6,9,35,F
1,86,0,6,9,63,F
3,78,0,7,3,59,F
9,78,0,8,0,76,F
4,49,1,8,9,33,F
5,75,0,9,8,62,F
7,64,1,6,9,58,F
5,99,0,4,7,82,F
4,89,0,7,4,73,F
2,98,1,4,2,75,F
2,96,1,6,3,71,F
4,49,0,8,2,30,F
9,58,1,8,9,58,F
8,85,1,4,7,80,F
3,84,1,5,4,65,F
9,54,1,6,7,51,F
5,55,1,8,0,44,F
3,41,0,9,8,23,F
5,68,0,5,9,56,F
4,43,0,8,2,25,F
8,92,0,9,0,89,F
5,89,1,8,2,75,F
8,68,0,5,1,60,F
9,70,1,4,6,64,F
4,56,0,6,9,40,F
7,49,0,5,3,37,F
2,66,1,5,6,42,F
6,92,0,8,2,78,F
8,80,0,9,5,72,F
7,54,0,5,6,44,F
7,99,0,6,6,89,F
8,83,0,4,4,77,F
7,70,0,9,5,62,F
5,60,0,4,2,46,F
7,99,1,4,3,94,F
3,98,0,6,5,80,F
5,97,0,8,2,83,F
7,80,0,9,6,74,F
9,85,0,9,2,85,F
2,84,0,6,8,61,F
4,99,0,9,3,85,F
7,65,1,5,1,58,F
1,77,0,7,5,52,F
2,90,0,7,8,69,F
9,75,1,7,9,78,F
7,91,1,4,9,82,F
7,56,0,9,1,47,F
6,90,0,6,3,79,F
3,42,0,9,4,21,F
3,53,1,6,8,33,F
2,88,1,9,6,65,F
6,52,0,4,4,35,F
4,80,0,5,5,63,F
5,66,1,7,8,50,F
3,40,1,7,3,18,F
6,96,1,9,1,88,F
3,56,1,4,4,35,F
8,87,0,7,6,82,F
9,89,1,9,3,87,F
4,73,1,8,0,59,F
9,53,0,9,7,56,F
7,93,1,6,4,86,F
3,94,0,7,9,70,F
7,98,1,7,1,90,F
1,56,0,8,2,28,F
3,42,1,5,9,21,F
6,73,0,9,9,64,F
4,79,0,5,4,61,F
7,64,1,9,3,54,F
3,41,0,8,8,20,F
1,73,0,5,8,49,F
9,65,1,4,7,65,F
6,70,0,8,1,61,F
8,48,0,9,4,40,F
3,69,1,6,7,49,F
8,59,1,6,7,52,F
2,60,0,6,6,38,F
4,68,0,9,3,51,F
3,98,0,7,2,76,F
1,64,0,8,7,42,F
7,77,0,8,7,68,F
2,97,1,5,9,77,F
4,83,0,8,4,65,F
9,64,1,8,2,63,F
6,48,1,5,4,35,F
8,78,1,8,3,71,F
2,83,1,8,7,64,F
7,65,0,4,1,53,F
6,96,0,9,7,87,F
9,76,0,5,9,71,F
7,55,1,4,5,43,F
1,76,1,7,3,54,F
8,51,0,5,2,44,F
3,63,1,9,9,45,F
2,65,0,8,4,42,F
3,59,1,8,5,38,F
6,48,1,4,0,36,F
3,62,1,4,0,43,F
5,78,1,7,9,67,F
6,68,1,7,2,58,F
8,70,1,9,1,64,F
7,58,1,8,0,51,F
8,59,0,6,7,57,F
3,62,0,7,0,40,F
4,82,1,8,9,68,F
6,66,1,7,7,58,F
7,69,0,5,4,63,F
9,60,1,4,3,56,F
1,83,0,8,7,60,F
8,74,0,7,7,68,F
8,88,0,4,7,82,F
6,46,0,6,2,33,F
4,61,0,7,7,47,F
3,49,1,8,0,32,F
3,62,1,5,3,39,F
6,54,0,4,4,41,F
8,69,1,4,5,61,F
7,73,0,5,4,63,F
1,52,1,8,4,27,F
6,99,1,9,4,88,F
7,43,1,6,8,35,F
7,57,1,9,9,48,F
9,95,1,5,9,95,F
5,62,1,6,2,48,F
1,72,1,8,1,45,F
2,73,1,7,9,49,F
4,73,0,7,1,57,F
5,75,0,9,7,61,F
9,74,1,8,4,75,F
1,56,1,6,4,26,F
3,67,1,9,5,47,F
5,53,0,5,8,37,F
3,73,1,9,6,55,F
4,87,1,8,4,73,F
3,50,0,8,4,30,F
4,96,0,7,9,80,F
1,52,0,5,8,24,F
8,72,1,7,8,66,F
4,96,0,6,1,77,F
7,94,1,6,6,86,F
2,41,0,4,9,13,F
2,73,1,8,0,52,F
6,92,1,5,3,80,F
2,68,1,5,1,44,F
6,76,0,7,9,68,F
2,43,1,9,8,23,F
4,51,1,9,5,36,F
7,65,1,7,3,58,F
8,97,0,9,2,91,F
3,67,1,5,3,48,F
9,42,1,7,1,40,F
2,59,1,9,4,33,F
8,49,1,4,8,46,F
8,91,0,8,5,87,F
4,57,1,4,1,39,F
1,92,0,9,5,70,F
1,92,0,6,8,67,F
2,92,1,5,3,68,F
9,66,0,4,0,61,F
2,70,0,4,1,51,F
2,66,0,7,4,43,F
6,81,1,7,9,70,F
7,40,0,7,6,34,F
7,45,0,9,7,33,F
9,50,1,6,2,46,F
6,73,1,4,8,60,F
8,78,0,8,1,73,F
6,59,0,7,3,47,F
2,92,0,6,3,67,F
1,60,1,9,5,37,F
5,60,0,6,9,44,F
9,57,1,7,5,55,F
8,60,0,5,2,52,F
4,58,0,4,8,42,F
5,43,1,7,4,28,F
5,52,0,8,1,31,F
6,57,1,4,5,42,F
3,91,0,6,2,71,F
5,68,1,8,7,54,F
2,64,1,4,2,42,F
1,95,0,8,4,68,F
1,52,1,6,3,27,F
7,66,0,7,3,59,F
2,99,1,8,1,77,F
4,58,1,7,7,43,F
5,88,1,6,2,73,F
7,40,0,6,3,31,F
2,77,1,8,5,55,F
6,58,1,8,8,49,F
1,91,1,6,3,65,F
7,40,0,8,2,30,F
9,79,0,8,4,75,F
5,56,1,8,8,43,F
5,60,1,9,0,49,F
4,61,0,8,4,44,F
3,54,1,4,3,35,F
9,89,1,6,4,88,F
5,78,1,6,6,65,F
8,87,1,5,6,82,F
9,78,1,7,6,76,F
5,71,1,5,0,54,F
9,88,0,8,8,90,F
2,43,1,8,6,23,F
9,83,1,4,3,79,F
4,84,0,4,3,65,F
6,71,0,4,1,59,F
6,43,0,4,5,28,F
6,92,0,4,9,79,F
2,40,1,4,2,11,F
7,72,0,4,0,61,F
6,46,1,4,4,36,F
1,48,0,9,5,22,F
2,40,0,4,4,20,F
7,55,0,6,4,45,F
1,57,1,4,9,32,F
1,93,0,7,7,68,F
1,86,0,4,9,55,F
8,45,0,9,0,38,F
4,41,1,8,7,23,F
4,48,1,9,6,33,F
2,43,0,9,0,22,F
1,84,1,8,8,60,F
9,62,0,4,3,58,F
7,93,1,4,6,84,F
4,82,0,8,2,67,F
6,84,1,7,7,79,F
2,82,0,5,3,61,F
7,90,1,6,1,80,F
2,47,1,8,1,27,F
8,78,0,4,7,72,F
8,64,0,6,7,61,F
1,55,1,4,0,25,F
8,74,0,5,5,67,F
2,56,0,5,8,33,F
6,57,0,8,8,46,F
1,99,0,6,1,73,F
5,66,1,9,7,54,F
7,54,0,6,7,44,F
1,99,1,9,3,74,F
2,56,1,5,3,31,F
7,82,0,4,4,73,F
6,44,0,9,9,34,F
3,55,1,9,6,36,F
2,54,0,8,0,27,F
4,81,0,7,8,66,F
3,85,1,5,2,66,F
7,73,1,9,3,64,F
8,87,1,5,6,82,F
2,58,0,8,4,34,F
7,47,0,4,4,38,F
8,86,1,6,0,79,F
6,49,1,5,1,35,F
6,44,0,8,4,33,F
1,91,0,8,1,65,F
4,87,0,8,0,69,F
1,92,1,6,9,66,F
4,65,0,5,2,45,F
2,61,0,9,0,37,F
5,83,1,8,9,71,F
9,62,0,6,7,59,F
3,52,1,4,7,32,F
8,48,0,7,7,40,F
3,88,1,5,6,73,F
6,59,1,6,6,48,F
4,67,1,7,1,52,F
8,83,0,7,8,79,F
6,96,0,6,6,85,F
8,76,0,9,4,72,F
1,63,0,9,3,39,F
6,83,1,6,7,72,F
1,72,0,6,4,51,F
1,59,0,8,5,36,F
8,99,1,4,3,89,F
7,87,1,9,1,82,F
3,69,1,8,6,51,F
6,83,1,7,1,75,F
9,48,0,7,6,44,F
7,84,1,7,6,72,F
3,88,0,6,0,66,F
6,56,0,5,9,41,F
4,75,1,8,9,59,F
3,53,1,5,2,31,F
9,58,1,4,2,54,F
2,46,1,4,5,23,F
1,98,1,8,2,75,F
2,42,0,7,8,21,F
7,72,1,9,4,69,F
1,83,0,4,5,56,F
6,71,1,5,5,60,F
7,86,0,5,7,79,F
9,50,0,9,9,47,F
8,81,0,6,2,72,F
6,41,1,7,8,31,F
3,65,1,6,6,45,F
8,43,1,8,5,40,F
7,56,0,4,0,46,F
3,56,0,9,3,38,F
9,67,1,9,4,64,F
2,69,1,9,1,46,F
3,79,0,6,0,58,F
2,62,0,6,1,37,F
1,85,1,8,7,62,F
4,63,1,5,9,49,F
5,68,1,5,5,53,F
6,43,0,8,9,30,F
5,77,0,9,1,59,F
1,68,1,5,8,40,F
3,58,1,8,7,37,F
1,66,1,5,3,41,F
5,68,1,8,9,56,F
5,95,1,5,6,81,F
6,75,0,9,2,66,F
8,74,1,6,5,71,F
1,91,0,6,2,64,F
4,45,0,9,9,31,F
1,98,0,5,2,72,F
9,62,0,9,8,57,F
7,78,0,8,5,67,F
7,85,0,6,7,76,F
5,83,0,4,3,68,F
7,87,0,5,3,78,F
2,91,1,4,7,68,F
4,47,1,4,6,25,F
7,94,1,7,4,86,F
3,41,1,4,1,15,F
2,52,1,4,5,28,F
2,79,0,9,0,58,F
1,96,0,7,6,72,F
5,60,0,7,8,45,F
6,70,0,7,4,59,F
6,91,0,8,4,78,F
9,87,1,7,6,84,F
4,75,1,9,4,56,F
1,87,0,8,9,62,F
6,91,1,5,3,78,F
5,77,1,8,0,62,F
6,66,1,5,5,54,F
3,75,1,7,8,57,F
2,87,1,7,3,61,F
6,62,0,5,9,49,F
1,94,1,6,3,71,F
7,60,1,9,4,55,F
7,52,0,8,5,44,F
7,76,0,9,2,68,F
1,86,0,9,8,60,F
4,65,0,4,0,45,F
7,79,0,7,5,72,F
9,46,0,8,5,41,F
5,85,0,9,7,73,F
2,78,0,8,4,57,F
7,61,1,9,8,55,F
1,78,0,7,8,53,F
7,62,0,9,1,53,F
6,97,1,5,4,87,F
7,69,0,7,6,61,F
3,57,0,8,1,38,F
3,81,0,6,6,60,F
7,57,0,9,8,49,F
2,85,1,5,7,64,F
1,49,1,7,9,23,F
9,78,0,4,8,72,F
9,69,1,7,3,71,F
7,65,1,8,7,59,F
7,46,1,8,8,38,F
3,46,1,4,9,24,F
2,44,1,5,1,18,F
7,40,1,8,9,33,F
9,85,0,5,2,81,F
1,57,0,5,0,30,F
4,52,1,7,0,32,F
6,64,1,5,9,50,F
7,79,1,9,5,73,F
7,47,0,8,0,38,F
2,49,0,8,4,28,F
4,71,0,6,5,57,F
5,56,0,5,8,41,F
1,77,0,6,5,52,F
1,54,0,7,3,26,F
3,54,1,6,0,28,F
3,96,0,5,5,74,F
8,87,0,8,6,81,F
9,79,0,7,4,81,F
1,90,1,5,5,61,F
2,59,0,7,9,38,F
2,54,1,4,7,29,F
4,74,1,5,0,57,F
2,45,0,4,7,21,F
7,69,0,6,1,57,F
9,96,0,5,1,94,F
7,47,1,4,7,39,F
6,70,0,9,1,59,F
1,87,1,8,7,64,F
9,86,1,6,4,83,F
5,71,0,5,8,53,F
5,84,0,5,8,70,F
6,97,0,8,7,92,F
9,91,1,8,8,92,F
8,54,0,4,6,47,F
8,57,1,4,7,51,F
8,52,0,4,5,45,F
1,63,1,7,8,34,F
1,79,0,6,1,50,F
8,53,0,5,2,45,F
5,67,1,6,1,54,F
9,50,1,8,5,52,F
2,45,0,9,2,20,F
9,95,1,6,0,93,F
8,64,1,6,3,53,F
9,40,1,4,4,35,F
4,64,1,8,3,48,F
1,41,0,6,5,18,F
1,71,1,5,2,43,F
5,52,0,4,9,36,F
2,72,0,6,5,51,F
8,71,0,8,9,65,F
5,95,1,9,0,81,F
5,63,0,5,5,45,F
2,66,0,9,7,46,F
7,43,0,8,9,32,F
8,63,0,8,7,60,F
1,62,0,8,0,33,F
2,68,1,9,6,45,F
4,73,0,7,9,54,F
5,60,1,5,9,46,F
2,69,0,8,3,49,F
1,65,0,7,5,38,F
9,59,1,4,5,53,F
1,55,1,7,4,30,F
4,42,0,4,9,24,F
2,88,0,9,8,69,F
4,76,0,7,9,57,F
8,97,0,9,7,94,F
8,79,0,8,5,77,F
9,83,1,7,3,79,F
5,64,0,7,3,50,F
7,62,0,8,8,52,F
3,83,1,4,3,64,F
4,98,1,8,6,86,F
9,40,0,5,5,33,F
1,72,1,7,1,47,F
2,54,1,5,4,31,F
5,56,1,8,2,42,F
3,73,0,9,8,54,F
2,56,0,8,9,33,F
1,91,0,6,0,61,F
3,97,1,5,9,78,F
1,80,0,6,3,55,F
1,83,0,5,3,59,F
1,43,1,9,8,20,F
8,52,0,6,0,43,F
3,43,1,6,1,19,F
1,46,1,5,0,17,F
7,85,1,8,0,73,F
3,98,1,4,0,72,F
8,48,0,8,2,39,F
4,62,0,4,3,44,F
4,72,0,5,9,52,F
5,72,1,7,1,58,F
6,59,0,8,0,45,F
7,43,0,6,4,36,F
4,40,1,8,5,22,F
8,93,1,5,1,86,F
6,81,0,7,2,68,F
1,73,1,7,9,47,F
1,66,0,8,2,40,F
9,60,1,8,1,58,F
6,63,1,9,3,53,F
8,54,0,8,4,46,F
7,74,1,5,7,66,F
6,64,1,4,5,49,F
4,94,1,9,8,77,F
7,48,0,4,2,36,F
9,56,0,6,9,55,F
7,60,0,5,8,49,F
1,99,1,9,3,76,F
9,52,1,7,7,45,F
4,42,1,9,9,28,F
3,43,1,6,6,25,F
4,43,0,7,6,27,F
4,82,0,9,8,67,F
2,67,1,7,9,44,F
1,46,0,8,1,18,F
1,65,0,7,4,37,F
8,50,0,9,2,43,F
2,63,1,7,6,43,F
5,82,0,5,2,66,F
4,49,0,8,4,34,F
8,76,0,8,4,77,F
2,52,0,6,1,31,F
9,83,0,8,0,80,F
7,81,1,4,5,71,F
7,78,0,5,0,69,F
1,58,0,6,8,34,F
2,90,1,4,9,69,F
4,58,0,7,4,44,F
4,51,1,4,0,30,F
3,91,1,6,7,73,F
7,61,1,8,0,52,F
8,86,1,5,3,81,F
2,76,0,6,6,52,F
4,95,0,4,3,77,F
3,69,1,4,4,44,F
2,85,0,6,6,62,F
6,51,1,9,3,44,F
4,68,0,9,4,51,F
6,60,0,6,6,48,F
2,50,1,9,0,30,F
4,99,0,6,2,82,F
6,76,1,8,0,61,F
5,87,0,6,2,72,F
3,97,0,7,1,78,F
8,57,0,5,4,53,F
7,83,1,5,9,78,F
3,98,1,7,4,79,F
6,66,1,4,9,56,F
4,76,0,4,8,58,F
5,87,1,4,7,72,F
5,51,1,4,2,37,F
7,62,1,8,0,56,F
5,73,0,7,4,59,F
3,77,0,5,2,54,F
5,62,0,7,4,47,F
7,92,0,5,8,84,F
5,64,1,4,0,50,F
5,43,0,8,0,27,F
9,69,1,6,8,67,F
3,69,0,6,2,48,F
6,52,1,9,9,42,F
1,81,1,4,4,55,F
5,88,0,4,8,73,F
8,53,1,7,4,46,F
5,95,1,8,2,81,F
9,86,1,8,8,82,F
6,47,1,7,6,35,F
8,94,0,8,6,92,F
8,63,0,8,7,59,F
3,57,1,6,4,35,F
7,74,0,8,1,65,F
7,64,1,4,8,53,F
6,56,1,6,2,45,F
7,71,0,4,1,61,F
2,95,1,4,9,74,F
9,63,0,7,9,60,F
1,46,1,9,4,23,F
1,52,0,8,7,25,F
3,66,0,8,2,45,F
3,87,1,8,5,68,F
1,44,0,8,8,21,F
7,75,1,6,1,65,F
4,65,0,5,7,45,F
2,81,1,4,9,58,F
5,84,0,9,6,76,F
6,70,0,9,2,57,F
9,49,0,5,0,46,F
4,85,1,5,5,68,F
2,65,0,5,1,40,F
5,61,1,6,2,45,F
3,51,0,5,4,31,F
2,71,0,6,7,50,F
1,66,1,7,1,43,F
2,72,0,7,5,50,F
6,92,1,9,0,80,F
8,91,1,7,6,90,F
3,59,1,6,3,38,F
9,78,1,6,0,73,F
9,80,1,4,8,78,F
2,79,0,5,8,54,F
8,98,1,8,2,92,F
5,52,0,8,5,39,F
4,53,1,5,6,41,F
5,83,1,8,3,71,F
4,79,0,8,5,65,F
8,92,0,8,8,87,F
4,61,1,9,9,47,F
6,57,1,6,5,42,F
2,87,0,6,6,62,F
5,68,0,6,5,54,F
6,82,1,5,6,71,F
5,55,1,7,0,42,F
2,85,1,9,5,64,F
7,74,0,9,8,70,F
4,92,1,8,2,77,F
8,73,0,4,5,62,F
7,42,0,6,3,28,F
7,43,1,9,6,36,F
9,93,1,9,6,92,F
1,44,0,4,8,18,F
6,49,1,8,3,37,F
6,91,1,9,7,81,F
6,68,0,9,7,57,F
6,71,1,7,7,61,F
7,70,0,4,7,62,F
6,41,0,8,5,27,F
1,51,1,8,7,26,F
3,66,0,6,5,48,F
2,44,0,7,9,18,F
6,76,1,8,1,66,F
8,66,0,7,2,59,F
3,62,1,6,5,41,F
8,72,0,4,6,64,F
8,43,0,9,3,40,F
5,98,0,9,0,84,F
8,60,0,5,3,51,F
6,63,0,5,5,49,F
5,83,0,5,7,67,F
9,70,0,9,3,70,F
7,83,1,7,9,75,F
8,87,0,5,0,80,F
1,63,1,4,4,35,F
2,88,0,8,6,65,F
8,92,0,7,5,86,F
9,49,1,9,2,45,F
4,88,1,4,6,69,F
9,88,1,9,3,86,F
4,89,0,7,4,75,F
9,41,1,7,6,39,F
7,70,0,7,1,59,F
2,64,0,6,3,42,F
9,43,1,8,3,42,F
4,90,0,5,5,70,F
8,50,1,6,6,48,F
7,56,1,8,3,49,F
7,83,1,9,9,78,F
8,41,1,5,0,34,F
1,45,0,6,0,18,F
5,48,0,6,4,33,F
2,44,1,4,0,20,F
2,59,1,6,2,35,F
1,68,0,7,8,46,F
5,60,0,9,2,42,F
2,48,1,6,2,23,F
4,67,0,7,8,51,F
3,94,0,8,4,75,F
3,47,0,8,7,27,F
2,70,0,7,9,48,F
6,59,1,4,8,45,F
2,66,0,4,5,40,F
8,47,1,8,6,42,F
8,93,1,9,6,90,F
5,60,1,6,6,45,F
7,67,0,8,3,55,F
4,62,0,8,1,45,F
1,45,1,7,1,20,F
2,42,0,4,6,15,F
4,44,1,9,9,28,F
1,48,1,7,6,25,F
8,46,0,8,9,39,F
9,99,0,5,6,96,F
4,43,0,6,7,24,F
3,78,1,8,2,63,F
2,44,1,7,4,19,F
5,50,0,5,5,31,F
3,54,1,5,7,35,F
7,73,1,8,7,65,F
6,52,1,9,9,41,F
1,93,0,4,2,65,F
8,87,0,5,3,83,F
2,46,0,6,5,22,F
5,79,1,7,3,68,F
9,45,0,7,9,40,F
8,95,1,7,3,92,F
2,78,1,8,4,54,F
9,89,1,7,9,90,F
5,69,0,7,6,57,F
6,61,1,6,1,47,F
3,64,0,4,1,43,F
3,67,1,9,9,50,F
8,93,0,8,8,91,F
2,59,0,8,3,34,F
2,78,0,7,4,54,F
5,42,0,6,2,26,F
6,44,0,5,1,34,F
2,40,0,7,9,18,F
5,54,0,7,7,38,F
7,65,0,8,3,57,F
8,42,1,8,0,34,F
7,79,1,7,5,68,F
8,96,1,8,5,92,F
9,80,1,6,1,77,F
5,86,1,5,1,71,F
5,81,0,5,7,67,F
4,73,0,5,6,59,F
9,91,0,7,1,91,F
5,44,0,9,9,29,F
2,70,0,7,0,48,F
8,90,1,7,7,90,F
7,52,1,6,9,48,F
8,82,0,5,1,77,F
3,40,1,8,4,20,F
4,61,1,8,5,42,F
5,54,0,4,9,37,F
6,65,0,4,0,52,F
1,57,1,9,1,33,F
4,87,1,8,9,72,F
5,48,0,5,3,34,F
7,40,1,7,1,33,F
5,82,0,8,5,71,F
1,48,1,9,3,25,F
7,62,1,9,2,55,F
8,82,0,8,5,76,F
7,84,1,4,8,76,F
4,97,0,5,7,81,F
8,41,1,8,1,35,F
5,53,1,7,2,35,F
9,77,0,7,1,74,F
5,79,1,6,9,66,F
1,57,0,7,6,31,F
9,55,0,8,8,54,F
5,92,1,8,0,79,F
6,68,0,7,2,58,F
4,83,0,4,5,66,F
6,50,0,5,3,36,F
8,45,1,9,9,44,F
3,42,0,8,9,26,F
5,53,0,7,0,37,F
2,99,1,9,8,82,F
2,41,0,7,6,18,F
7,71,0,8,6,66,F
6,70,0,6,0,60,F
4,50,1,5,8,32,F
5,61,1,8,7,51,F
1,42,1,9,9,18,F
7,89,1,7,4,82,F
8,70,1,6,3,66,F
9,72,1,8,0,69,F
8,63,0,5,8,59,F
5,40,1,6,7,26,F
3,83,1,9,1,63,F
9,54,1,7,3,52,F
6,76,1,4,3,66,F
5,66,0,5,6,51,F
3,77,0,6,2,54,F
6,87,1,8,7,77,F
3,66,0,8,6,45,F
6,83,1,6,9,77,F
4,51,0,8,3,32,F
2,42,1,6,8,15,F
8,69,1,5,5,62,F
4,71,1,8,2,55,F
9,62,1,5,6,59,F
7,41,0,7,5,32,F
2,46,1,7,7,21,F
4,73,0,7,4,56,F
5,71,0,7,5,55,F
3,92,0,8,0,74,F
9,78,1,6,7,74,F
5,71,0,8,0,56,F
2,82,0,9,2,58,F
3,82,0,8,1,64,F
9,53,1,5,5,49,F
7,42,0,6,7,31,F
2,85,1,4,7,64,F
9,71,0,4,6,63,F
4,82,0,6,6,66,F
9,75,1,4,7,73,F
2,56,1,6,4,38,F
4,87,0,5,2,70,F
5,42,1,5,1,27,F
2,96,0,8,2,72,F
1,49,0,4,2,21,F
7,92,1,6,6,85,F
1,86,1,5,0,62,F
8,79,1,8,6,73,F
3,57,0,4,5,32,F
6,42,0,4,9,30,F
7,78,0,4,1,64,F
1,49,1,5,9,25,F
6,91,1,5,0,82,F
7,48,1,4,8,41,F
6,85,0,5,1,71,F
4,94,1,4,3,79,F
1,85,1,7,8,59,F
9,50,0,5,8,45,F
4,99,1,6,0,84,F
7,72,1,5,1,62,F
7,75,0,4,1,65,F
2,65,0,6,1,43,F
1,66,0,8,7,39,F
8,77,0,6,7,70,F
8,61,0,6,9,54,F
7,65,0,5,7,55,F
8,61,1,9,3,55,F
3,44,1,6,7,25,F
2,74,0,6,6,52,F
7,41,0,4,7,31,F
8,74,1,5,0,68,F
1,48,0,4,2,19,F
9,90,0,5,9,87,F
4,90,1,8,5,71,F
4,88,1,9,0,74,F
3,57,0,6,3,35,F
6,82,0,5,8,69,F
1,51,1,6,6,24,F
6,42,0,6,0,29,F
2,57,1,7,5,34,F
9,95,1,4,5,93,F
2,77,0,9,1,52,F
7,46,1,5,5,37,F
1,72,1,8,9,49,F
7,45,1,9,1,38,F
5,57,0,7,7,44,F
8,84,0,4,6,75,F
4,61,0,8,5,44,F
7,90,1,8,9,84,F
6,78,1,6,5,65,F
5,90,0,4,8,75,F
4,48,1,7,8,29,F
7,74,1,5,9,67,F
5,62,0,5,9,50,F
5,51,1,7,1,38,F
1,91,1,6,2,66,F
2,63,1,6,9,42,F
5,89,1,8,6,76,F
3,79,1,4,9,64,F
2,48,1,8,8,26,F
4,52,0,5,5,31,F
4,79,0,7,0,63,F
4,93,1,4,6,77,F
4,81,0,7,0,61,F
3,56,0,4,4,33,F
7,46,0,9,8,39,F
9,56,1,5,9,52,F
5,94,0,5,9,82,F
4,89,1,9,8,73,F
2,63,0,4,0,37,F
2,41,0,6,5,16,F
5,74,1,4,2,59,F
7,67,0,5,8,59,F
9,58,1,7,2,56,F
7,72,0,8,1,59,F
5,60,0,7,7,46,F
6,92,0,5,2,80,F
3,49,0,7,4,30,F
5,92,1,6,5,78,F
8,85,1,6,9,81,F
1,84,0,4,9,57,F
1,48,1,7,0,24,F
7,77,0,7,6,66,F
5,45,1,5,6,31,F
5,90,1,4,4,73,F
1,92,1,4,8,66,F
9,81,0,7,1,78,F
1,94,1,8,4,66,F
5,74,1,7,1,57,F
9,57,0,7,1,50,F
4,92,0,7,8,77,F
8,58,0,6,6,54,F
6,44,1,9,3,30,F
3,64,1,4,7,43,F
4,50,1,9,3,34,F
2,49,1,6,0,26,F
1,56,1,8,9,36,F
8,75,1,5,2,69,F
1,65,0,8,9,39,F
1,70,1,4,0,44,F
4,71,1,5,1,56,F
6,60,1,9,1,47,F
9,57,0,8,6,56,F
1,99,1,4,3,73,F
